sensorType,deploymentType,eventName,collectionCondition,housingType,sensorBrand,statusId,timeStamp,site_no,latitude,longitude,siteDescription,networkNames,stateName,countyName,siteWaterbody,siteHDatum,sitePriorityName,siteZone,siteHCollectMethod,sitePermHousing,instrument_id,sensor_type_id,deployment_type_id,location_description,serial_number,housing_serial_number,interval,site_id,event_id,inst_collection_id,housing_type_id,sensor_brand_id,vented,last_updated,last_updated_by,instr_collection_conditions,sensor_brand,sensor_type,housing_type,deployment_type,instrument_status,data_files,files,event,site,Links
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 20:21,FLBRE03160,27.9215,-80.51941,Fisherman's Landing Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,22,1,1,"ON FIRST PILING OF PIER 1, CLOSEST TO THE PARKING LOT ON THE LEFT SIDE.",102382,,30,3160,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 23:00,FLBRE03152,28.35849,-80.67858,"George L. Reynolds Boat Ramp, 1.3 mi east of intersection of SR3 and SR 520, turn North on Kiwanis Island Park Rd, ramp is 500 ft ahead on left
2 wooden docks w/ multiple plings at boat ramp, Sykes Creek",South Atlantic,FL,Brevard County,Sykes Creek,WGS84 (from Digital Map),,,Map (digital or paper),Yes,23,1,1,same location as another,2238123,,30,3152,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,2,5/21/13 23:10,FLIND03149,27.85508,-80.45208,"Sebastian Inlet State Park,",South Atlantic,FL,Indian River County,Sebastian Inlet intracoastal,NAD83,,,Handheld GPS,Yes,24,1,1,"EAST SIDE OF FISHING DOCK, SECOND CROSS MEMBER FROM SIDEWALK 1",1028477,,30,3149,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,Wilma,Brackish Water,,,2,10/25/05 0:00,FLCOL03148,26.04606,-81.70845,Hendersen Creek at KOA Campground boat ramp.,Gulf of Mexico,FL,Collier County,Hendersen Creek,NAD83,,,Map (digital or paper),Yes,25,1,1,Strapped to landward-most wooden piling on upstream side of boat ramp. Angle iron at 1.8 ft above LS,911334,,30,3148,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,1,10/5/16 18:00,FLIND03149,27.85508,-80.45208,"Sebastian Inlet State Park,",South Atlantic,FL,Indian River County,Sebastian Inlet intracoastal,NAD83,,,Handheld GPS,Yes,26,1,1,"EAST SIDE OF FISHING DOCK, SECOND CROSS MEMBER FROM SIDEWALK",1028477,,30,3149,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,,2,5/21/13 23:48,FLBRE03151,28.355,-80.72217,Lee Wenner Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,27,1,1,,1028496,WSH-13832,30,3151,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,,,Hobo,1,10/5/16 18:00,FLBRE03152,28.35849,-80.67858,"George L. Reynolds Boat Ramp, 1.3 mi east of intersection of SR3 and SR 520, turn North on Kiwanis Island Park Rd, ramp is 500 ft ahead on left
2 wooden docks w/ multiple plings at boat ramp, Sykes Creek",South Atlantic,FL,Brevard County,Sykes Creek,WGS84 (from Digital Map),,,Map (digital or paper),Yes,28,1,1,,2238123,,30,3152,,,,,No,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 22:10,FLBRE03153,28.3572,-80.62858,Constitution Bicentennial Boat Ramp,South Atlantic,FL,Brevard County,Banana River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,29,1,1,on dock,2238139,WSH 13840,30,3153,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 19:40,FLBRE03154,28.20669,-80.66137,Boat Ramp at POW/MIA Park,South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,30,1,1,on dock @ boat ramp,2238154,WSH 13815,30,3154,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Water Level,FEMA 2013 exercise,Saline Water,,,2,5/21/13 18:02,FLBRE03157,28.07962,-80.59973,"Claude Edge Front St Park, on Front St. south of US 192 before the bridge if traveling East (heavy road construction, some roads closed)
Many wooden pilings at boat ramp",South Atlantic,FL,Brevard County,Indian River,WGS84 (from Digital Map),,,Map (digital or paper),Yes,32,1,1,On piling of dock.,1028500,WSH 13824,30,3157,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file],,,
Pressure Transducer,Barometric Pressure,Sandy,Air,,,2,7/22/14 17:21,MDBAL00001,39.283694,-76.60608,"End of Pier 5 Baltimore, MD","SWaTH, North Atlantic",MD,Baltimore County,Patapsco River,NAD83,Priority 1 (network or time critical),0,Handheld GPS,No,2209,1,3,SSS-MD-BAL-002BP,,,30,7713,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,,2,7/22/14 17:20,MDBAL00003,39.286361,-76.6058,"Corner of Pier 5 and Pratt St. Baltimore, MD",,MD,Baltimore County,Patapsco River,NAD83,Priority 1 (network or time critical),0,Handheld GPS,No,2210,1,1,SSS-MD-BAL-003WL,,,30,7714,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Rapid Deployment Gage,Water Level,Sandy,,,,2,7/22/14 17:20,MAESS07715,42.816118,-70.872545,,,MA,Essex County,Merrimack River,NAD83,,,Map (digital or paper),Yes,2211,5,1,4.24858E+14,,,900,7715,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:09,MABAR00023,41.65638,-70.62355,Megansett Town Dock,"North Atlantic, SWaTH",MA,Barnstable County,Megansett Harbor,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2212,1,1,SSS-MA-BAR-023WL,,,30,7155,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:23,MABAR00024,41.60618,-70.65186,Chapoquoit Point,,MA,Barnstable County,West Falmouth Harbor,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2213,1,1,SSS-MA-BAR-024WL,,,30,7150,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:20,MABAR00025,41.55283,-70.54864,Menauhant Yacht Club,"SWaTH, North Atlantic",MA,Barnstable County,Childs River,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2214,1,1,SSS-MA-BAR-025WL,,,30,7148,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Sandy,Air,,,2,7/22/14 17:24,MABAR00025,41.55283,-70.54864,Menauhant Yacht Club,"SWaTH, North Atlantic",MA,Barnstable County,Childs River,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2215,1,3,SSS-MA-BAR-025BP,,,30,7148,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:12,MABAR00026,41.62131,-70.39557,"Bridge St, Barnstable",,MA,Barnstable County,West Bay,NAD83,,,Map (digital or paper),Yes,2216,1,1,SSS-MA-BAR-026WL,,,30,7152,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:18,MABAR00027,41.66752,-70.08976,"Allen Harbor, Lower County Rd, Harwich",,MA,Barnstable County,Doanes Creek,NAD83,,,Map (digital or paper),Yes,2217,1,1,SSS-MA-BAR-027WL,,,30,7156,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Sandy,Air,,,2,7/22/14 17:13,MABAR00027,41.66752,-70.08976,"Allen Harbor, Lower County Rd, Harwich",,MA,Barnstable County,Doanes Creek,NAD83,,,Map (digital or paper),Yes,2218,1,3,SSS-MA-BAR-027BP,,,30,7156,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:19,MABAR00028,41.63949,-70.27664,Hyannis Yacht Club,"North Atlantic, SWaTH",MA,Barnstable County,Lewis Bay,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2219,1,1,SSS-MA-BAR-028WL,,,30,7153,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Sandy,Air,,,2,7/22/14 17:14,MABAR00028,41.63949,-70.27664,Hyannis Yacht Club,"North Atlantic, SWaTH",MA,Barnstable County,Lewis Bay,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2220,1,3,SSS-MA-BAR-028BP,,,30,7153,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,11/2/12 19:37,MABAR07196,41.80028,-69.98068,Town Cove at Collins Landing,,MA,Barnstable County,Town Cove and Nauset Harbor,NAD83,,,Map (digital or paper),Yes,2221,1,1,SSS-MA-BAR-031WL,Unknown,,30,7196,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:11,MABRI00016,41.51626,-71.07168,Westport Point Dock,"North Atlantic, SWaTH",MA,Bristol County,East Branch Westport River,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2222,1,1,SSS-MA-BRI-016WL,,,30,7146,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:14,MABRI00017,41.59597,-70.84321,Hoppy's Landing,"SWaTH, North Atlantic",MA,Bristol County,Buzzards Bay,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2223,1,1,SSS-MA-BRI-017WL,,,30,7149,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,11/1/12 22:18,MAESS07215,42.420961,-70.918315,"Nahant Harbor, Wharf St, Nahant",,MA,Essex County,Nahant Harbor,NAD83,,,Map (digital or paper),Yes,2224,1,1,SSS-MA-ESS-037WL,Unknown,,30,7215,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,11/1/12 22:18,MAESS00038,42.51951,-70.88681,"National Park Service Wharf, 160 Derby St, Salem, MA","SWaTH, North Atlantic",MA,Essex County,Salem Harbor,NAD83,Priority 1 (network or time critical),,Phone/Car GPS,No,2225,1,1,SSS-MA-ESS-038WL,Unknown,,30,7716,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,1,10/28/12 4:00,MAESS00039,42.658992,-70.615021,"T-Warf, Rockport, MA","SWaTH, North Atlantic",MA,Essex County,Rockport Harbor,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2226,1,1,SSS-MA-ESS-039WL,Unknown,,30,7717,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Sandy,Not Recorded,,Unknown,2,11/1/12 22:18,MAESS00039,42.658992,-70.615021,"T-Warf, Rockport, MA","SWaTH, North Atlantic",MA,Essex County,Rockport Harbor,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2227,1,3,SSS-MA-ESS-039BP,Unknown,,30,7717,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,11/1/12 20:38,MAESS00040,42.683689,-70.827774,Ipswich Wharf,"North Atlantic, SWaTH",MA,Essex County,Ipswich River,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2228,1,1,SSS-MA-ESS-040WL,Unknown,,30,7718,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,11/1/12 22:18,MAESS07212,42.816934,-70.820202,"Plum Island, Newburyport, MA","SWaTH, North Atlantic",MA,Essex County,Merrimack River,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2229,1,1,SSS-MA-ESS-041WL,Unknown,,30,7212,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,11/1/12 22:18,MANOR07226,42.23905,-70.7893,"Cohasset Harbor, 92 Border St, Cohasset",,MA,Norfolk County,Cohasset Harbor,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2230,1,1,SSS-MA-NOR-036WL,Unknown,,30,7226,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:23,MAPLY00018,41.65608,-70.81283,Mattapoisett Town Landing,"North Atlantic, SWaTH",MA,Plymouth County,Mattapoisett Harbor,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2231,1,1,SSS-MA-PLY-018WL,,,30,7154,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:23,MAPLY00019,41.71257,-70.76535,Marion Public Dock,"North Atlantic, SWaTH",MA,Plymouth County,Sippican Harbor and Buzzards Bay,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2232,1,1,SSS-MA-PLY-019WL,,,30,7158,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Sandy,Air,,,2,7/22/14 17:15,MAPLY00019,41.71257,-70.76535,Marion Public Dock,"North Atlantic, SWaTH",MA,Plymouth County,Sippican Harbor and Buzzards Bay,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2233,1,3,SSS-MA-PLY-019BP,,,30,7158,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:20,MAPLY00021,41.74369,-70.62779,,,MA,Plymouth County,Buzzards Bay,NAD83,,,Map (digital or paper),Yes,2234,1,1,SSS-MA-PLY-021WL,,,30,7161,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,11/2/12 19:37,MAPLY07231,41.92901,-70.55507,"Beaver Dam Brook, Bartlett Pond Outlet, Plymouth, MA","North Atlantic, SWaTH",MA,Plymouth County,Cape Cod Bay,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2235,1,1,SSS-MA-PLY-032WL,Unknown,,30,7231,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,11/2/12 19:37,MAPLY07232,41.98024,-70.68291,"Plymouth Boat Yard, 62 Hedge Rd, Plymouth","North Atlantic, SWaTH",MA,Plymouth County,Kingston Bay,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2236,1,1,SSS-MA-PLY-033WL,Unknown,,30,7232,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,11/2/12 19:37,MAPLY00034,42.08254,-70.64636,"Green Harbor, 100 Central St, Marshfield","North Atlantic, SWaTH",MA,Plymouth County,Green Harbor River,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2237,1,1,SSS-MA-PLY-034WL,Unknown,,30,7719,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,11/2/12 19:37,MAPLY00035,42.20139,-70.72573,"Scituate Harbor, MA Dept. of Fish and Game Public Boat Ramp","SWaTH, North Atlantic",MA,Plymouth County,Scituate Harbor,NAD83,Priority 1 (network or time critical),,Map (digital or paper),No,2238,1,1,SSS-MA-PLY-035WL,Unknown,,30,7720,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:19,NHROC00004,42.8982,-70.817,,,NH,Rockingham County,Hampton Harbor,NAD83,,,Map (digital or paper),Yes,2239,1,1,SSS-NH-ROC-004WL,,,30,7166,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Saline Water,,,2,7/22/14 17:26,NHROC00005,42.9218,-70.8233,Hampton Harbor at Rte 101 crossing of Tide Mill Bk,,NH,Rockingham County,Brown's River,NAD83,,,Map (digital or paper),Yes,2240,1,1,SSS-NH-ROC-005WL,,,30,7167,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Sandy,Not Recorded,,Unknown,2,11/2/12 14:40,NHROC00006,42.921878,-70.823189,,,NH,Rockingham County,Tide Mill Creek,NAD83,,,Map (digital or paper),Yes,2241,1,3,SSS-NH-ROC-006BP,Unknown,,30,7721,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Rapid Deployment Gage,,Sandy,Not Recorded,,Unknown,2,11/3/12 23:45,NJBUR07722,39.961369,-74.807237,,,NJ,Burlington County,South Branch Rancocas Creek,NAD83,,,Map (digital or paper),Yes,2242,5,0,3.9574E+14,Unknown,,900,7722,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Rapid Deployment Gage,,Sandy,,,Unknown,2,11/3/12 11:45,NJMID07723,40.50843,-74.45838,,,NJ,Middlesex County,Raritan River,NAD83,,,Map (digital or paper),Yes,2243,5,0,4.0303E+14,Unknown,,900,7723,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,10/31/12 22:52,NJATL00001,39.55305556,-74.46277778,.,"SWaTH, North Atlantic",NJ,Atlantic County,Mullica River,NAD83,Priority 1 (network or time critical),,Phone/Car GPS,No,2244,1,1,SSS-NJ-ATL-005WL,Unknown,,30,7063,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Sandy,Not Recorded,,Unknown,2,10/31/12 22:52,NJATL00001,39.55305556,-74.46277778,.,"SWaTH, North Atlantic",NJ,Atlantic County,Mullica River,NAD83,Priority 1 (network or time critical),,Phone/Car GPS,No,2245,1,3,SSS-NJ-ATL-005BP,Unknown,,30,7063,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,10/31/12 14:05,NJCAP00001,39.288333,-74.6275,,,NJ,Cape May County,Great Egg Harbor Bay,NAD83,,,Map (digital or paper),Yes,2246,1,1,SSS-NJ-CPM-010WL,Unknown,,30,7053,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,10/31/12 14:05,NJCAP00035,38.936389,-74.865556,,,NJ,Cape May County,Atlantic Ocean,NAD83,,,Map (digital or paper),Yes,2247,1,1,SSS-NJ-CPM-035WL,Unknown,,30,7724,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,10/29/12 17:12,NJCAP00035,38.936389,-74.865556,,,NJ,Cape May County,Atlantic Ocean,NAD83,,,Map (digital or paper),Yes,2248,1,1,SSS-NJ-CPM-035WV,Unknown,,2,7724,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,Not Recorded,,Unknown,2,10/31/12 14:21,NJCUM07057,39.395278,-75.04055556,"01411900 Maurice River at Millville, NJ","North Atlantic, SWaTH",NJ,Cumberland County,Maurice River,NAD83,Priority 1 (network or time critical),,Phone/Car GPS,Yes,2249,1,1,SSS-NJ-CUM-020WL,Unknown,,30,7057,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Barometric Pressure,Sandy,Not Recorded,,Unknown,2,10/31/12 14:30,NJCUM07057,39.395278,-75.04055556,"01411900 Maurice River at Millville, NJ","North Atlantic, SWaTH",NJ,Cumberland County,Maurice River,NAD83,Priority 1 (network or time critical),,Phone/Car GPS,Yes,2250,1,3,SSS-NJ-CUM-020BP,Unknown,,30,7057,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
Pressure Transducer,Water Level,Sandy,,,Unknown,2,10/31/12 14:05,NJCUM00002,39.429167,-75.23666667,01413015 Cohansey River at Bridgeton NJ,"North Atlantic, SWaTH",NJ,Cumberland County,Cohansey River,NAD83,Priority 1 (network or time critical),,Phone/Car GPS,Yes,2251,1,1,SSS-NJ-CUM-025WL,Unknown,,30,7059,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.instrument_status],System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.file]
